from_cell,to_cell,trips,distance,origin,business,eatery,education,leisure,financial,historical,industrial,medical,other,public,religious,residential,shopping,transport
"(2, 2)","(3, 3)",1,1.4142135623730951,40.0,195.50027458794554,30.51701592492654,231.3911976249752,151.85910348346917,183.88906990661692,132.40970578265984,86.26782772037434,155.36706774076166,228.8819773747422,275.39014450785544,26.643776998221178,191.2879711860148,110.27794598716056,198.97126673160167
"(5, 2)","(5, 1)",1,1.0,9.0,2.6768547482303497,0.0119246779725319,1.9958754075942617,3.824248259026082,1.6602186358582318,2.331373396877453,3.6960248163053047,1.1105679362096343,2.4544451199496073,1.364844806676781,0.0063649316382059975,2.765682684041803,1.0232016187952193,2.9981406106849886
"(4, 5)","(4, 1)",1,4.0,103.0,18.267097788418237,0.08453710681324746,16.342031098131358,19.98589994810616,10.224902205365233,12.804255053741114,23.70704194724694,8.3622281306636,15.311988136538798,10.528493012710777,0.035235094212127144,18.571654185507526,7.457010194361813,22.698513844755027
"(2, 4)","(4, 3)",2,2.23606797749979,59.0,142.05050319938135,19.182111699843404,145.41169406796806,84.38400006796141,82.61000298294442,177.49085427314867,56.597244071300985,94.73369520767734,137.14129161406956,91.59445359749638,22.51848610850067,154.93839944787877,61.08106152166291,150.4002808618052
"(7, 4)","(6, 4)",2,1.0,0.0,1.9112795927756174,0.1702962708576922,4.2989572618843805,1.8936337690237544,0.3334339516478483,1.6052914268540242,1.9105066668635178,3.0454997011634606,2.247140045171382,1.4284651697216362,0.43375819027880835,2.952143253602177,2.017877633360633,3.401032414372953
"(3, 4)","(2, 3)",4,1.4142135623730951,65.0,51.127994770657025,7.49769700949526,87.11622428962244,52.873469239995565,54.17122017886192,32.21260857638901,21.185411819888902,37.18950130199039,65.96417708815747,119.0670867715909,6.495812324206017,40.03539181893879,27.676826580744684,50.81696744797294
"(6, 5)","(5, 5)",6,1.0,12.0,16.446128298791947,1.4639251616332463,27.163801367097992,23.36037660028574,25.00391401021577,23.007579243651495,40.19667267923247,33.238783257447125,21.668844009642665,15.718381604955667,2.542847148055723,31.225711096864526,18.82241664004362,31.214847351639655
"(3, 2)","(1, 2)",1,2.0,85.0,0.9342327751034447,0.08189707507593547,1.6698406149354221,1.6178080594219808,0.5664950864538365,0.6441713199996355,0.7839718015755157,0.2956657603079738,2.3316481349391744,4.126489440537666,0.07700238396137582,0.8045417722271466,0.2698349257763807,1.4447470550934898
"(3, 4)","(5, 1)",1,3.605551275463989,65.0,2.6768547482303497,0.0119246779725319,1.9958754075942617,3.824248259026082,1.6602186358582318,2.331373396877453,3.6960248163053047,1.1105679362096343,2.4544451199496073,1.364844806676781,0.0063649316382059975,2.765682684041803,1.0232016187952193,2.9981406106849886
"(3, 2)","(4, 2)",2,1.0,85.0,54.37790456456605,3.1339954643774153,50.932269291401305,49.80529257131526,30.823885745839252,47.82874954726389,52.863787654222776,28.59573867318898,46.63158333718219,32.45616819480111,3.281262784287441,56.55861672556458,22.58374323934197,64.31483405887366
"(2, 1)","(1, 2)",1,1.4142135623730951,21.0,0.9342327751034447,0.08189707507593547,1.6698406149354221,1.6178080594219808,0.5664950864538365,0.6441713199996355,0.7839718015755157,0.2956657603079738,2.3316481349391744,4.126489440537666,0.07700238396137582,0.8045417722271466,0.2698349257763807,1.4447470550934898
"(2, 4)","(7, 4)",1,5.0,59.0,0.010974066786306925,0.0011110860575598298,0.026971641398340702,0.011255833365905916,1.777073444321068e-12,0.009391759482512346,0.011501593126807153,0.02208687508318692,0.013332497752322092,0.007999206577071575,0.0019322021763550094,0.01799168002848074,0.012131836597027304,0.015419581773508441
"(4, 4)","(3, 3)",5,1.4142135623730951,123.0,195.50027458794554,30.51701592492654,231.3911976249752,151.85910348346917,183.88906990661692,132.40970578265984,86.26782772037434,155.36706774076166,228.8819773747422,275.39014450785544,26.643776998221178,191.2879711860148,110.27794598716056,198.97126673160167
"(1, 2)","(6, 2)",1,5.0,17.0,0.24420445420082892,0.011702882092027779,0.17930481165433437,0.5247343421463014,0.0395728221241599,0.4869367680651231,0.3285227506336131,0.13837248444963357,0.515940101936408,0.24312747685473546,0.026127400139061494,0.2867881599873736,0.03079663136714501,0.37100503642208565
"(7, 3)","(2, 3)",1,5.0,0.0,51.127994770657025,7.49769700949526,87.11622428962244,52.873469239995565,54.17122017886192,32.21260857638901,21.185411819888902,37.18950130199039,65.96417708815747,119.0670867715909,6.495812324206017,40.03539181893879,27.676826580744684,50.81696744797294
"(4, 6)","(3, 3)",1,3.1622776601683795,79.0,195.50027458794554,30.51701592492654,231.3911976249752,151.85910348346917,183.88906990661692,132.40970578265984,86.26782772037434,155.36706774076166,228.8819773747422,275.39014450785544,26.643776998221178,191.2879711860148,110.27794598716056,198.97126673160167
"(4, 5)","(6, 5)",2,2.0,103.0,0.3861371113197772,0.04363149002707456,1.381499488033126,1.2863159596648317,0.21762943723562608,1.0887037068738175,1.1984047460990916,0.5901929713772393,1.414481795117866,0.57172258535553,0.15488732045025988,1.057212383260731,0.44671058372534084,1.6659249068107838
"(6, 5)","(5, 3)",1,2.23606797749979,12.0,28.754093673661657,3.12110732115215,26.058431124892696,13.599036979757578,10.098986722104023,37.1948032092839,10.164245637610389,17.719062507506983,30.377216344505605,12.424600162228323,4.226215284180028,28.697787168051715,8.651937113357896,30.31724437960171
"(2, 2)","(4, 3)",4,2.23606797749979,40.0,142.05050319938135,19.182111699843404,145.41169406796806,84.38400006796141,82.61000298294442,177.49085427314867,56.597244071300985,94.73369520767734,137.14129161406956,91.59445359749638,22.51848610850067,154.93839944787877,61.08106152166291,150.4002808618052
"(6, 3)","(5, 3)",4,1.0,5.0,28.754093673661657,3.12110732115215,26.058431124892696,13.599036979757578,10.098986722104023,37.1948032092839,10.164245637610389,17.719062507506983,30.377216344505605,12.424600162228323,4.226215284180028,28.697787168051715,8.651937113357896,30.31724437960171
"(2, 2)","(3, 1)",1,1.4142135623730951,40.0,25.078126674351427,0.15685853055847687,33.73426550704554,32.88230849913279,12.649218467949058,23.823778529930806,42.897030512521056,16.158829231129072,29.70968890862305,29.8237867256224,0.04317325102911871,32.05145472634843,13.648735337179394,45.593425148961835
"(3, 3)","(6, 4)",1,3.1622776601683795,76.0,1.9112795927756174,0.1702962708576922,4.2989572618843805,1.8936337690237544,0.3334339516478483,1.6052914268540242,1.9105066668635178,3.0454997011634606,2.247140045171382,1.4284651697216362,0.43375819027880835,2.952143253602177,2.017877633360633,3.401032414372953
"(1, 2)","(1, 2)",3,0.0,17.0,0.9342327751034447,0.08189707507593547,1.6698406149354221,1.6178080594219808,0.5664950864538365,0.6441713199996355,0.7839718015755157,0.2956657603079738,2.3316481349391744,4.126489440537666,0.07700238396137582,0.8045417722271466,0.2698349257763807,1.4447470550934898
"(4, 2)","(7, 2)",1,3.0,17.0,0.0012767091383704854,6.913292678725918e-05,0.0009086429149187395,0.0031992378468405584,1.777073444321068e-12,0.002933274957884134,0.0018815548827028337,0.0009176997468086462,0.003167764325585239,0.0014846033391545932,0.00011396296310560821,0.0015634208690142879,3.600517068132535e-05,0.0015878418843046393
"(7, 4)","(5, 2)",2,2.8284271247461903,0.0,8.95798919062937,0.4825842693911562,7.25490120599553,9.224039927878858,4.591741438048259,9.316552746159388,8.469876625493306,4.43814076155784,8.588622389348293,4.2880140510160905,0.5944766870735283,9.125141726649835,3.1325464658743596,9.79782049853547
"(3, 2)","(7, 4)",1,4.47213595499958,85.0,0.010974066786306925,0.0011110860575598298,0.026971641398340702,0.011255833365905916,1.777073444321068e-12,0.009391759482512346,0.011501593126807153,0.02208687508318692,0.013332497752322092,0.007999206577071575,0.0019322021763550094,0.01799168002848074,0.012131836597027304,0.015419581773508441
"(5, 1)","(6, 2)",1,1.4142135623730951,2.0,0.24420445420082892,0.011702882092027779,0.17930481165433437,0.5247343421463014,0.0395728221241599,0.4869367680651231,0.3285227506336131,0.13837248444963357,0.515940101936408,0.24312747685473546,0.026127400139061494,0.2867881599873736,0.03079663136714501,0.37100503642208565
"(6, 1)","(4, 3)",1,2.8284271247461903,0.0,142.05050319938135,19.182111699843404,145.41169406796806,84.38400006796141,82.61000298294442,177.49085427314867,56.597244071300985,94.73369520767734,137.14129161406956,91.59445359749638,22.51848610850067,154.93839944787877,61.08106152166291,150.4002808618052
"(7, 3)","(4, 3)",2,3.0,0.0,142.05050319938135,19.182111699843404,145.41169406796806,84.38400006796141,82.61000298294442,177.49085427314867,56.597244071300985,94.73369520767734,137.14129161406956,91.59445359749638,22.51848610850067,154.93839944787877,61.08106152166291,150.4002808618052
