,userid,geometry_x,geometry_y
825,1533E15CC4FBF680CB1D23B1033C6075,POINT (-1.89434 52.44817),POINT (-1.88505 52.4867)
826,4440772CFF9E59810EACB6239F966FEE,POINT (-2.00939 52.40185),POINT (-2.00186 52.39693)
827,E1C9DF6F83B0DD0E406B782B6C6427E2,POINT (-1.88592 52.43469),POINT (-1.82753 52.44965)
828,90EB8ECF6F9603C39D523B2B5DAD6E88,POINT (-1.94939 52.41903),POINT (-1.80143 52.56411)
829,A4CF1D3B017FF1831F3463E15B8533E6,POINT (-1.88846 52.50642),POINT (-1.89312 52.51601)
830,DA18E353A0DC70682E34DD1AAE573895,POINT (-1.82826 52.46373),POINT (-1.83947 52.47588)
831,D69CE74BDC3BA2D94AE0B23BE73C6E1A,POINT (-2.00974 52.42745),POINT (-1.99042 52.43413)
832,DD7237556C1F5487DDF9535135892DA1,POINT (-1.89862 52.4879),POINT (-1.89032 52.48695)
833,BFD9E05F5AC9BD731F8B4334AD57A6B3,POINT (-1.89092 52.41464),POINT (-1.9813 52.39558)
834,78DD342A1BDED809688E7398D8D49431,POINT (-1.94012 52.51465),POINT (-1.94013 52.51465)
835,419D02C49A6859CE86ECA8EF3BC68035,POINT (-1.85541 52.52768),POINT (-1.85758 52.4797)
836,BD6E15AD1B2D2E4DDBB81AD09194EE4B,POINT (-1.93501 52.50194),POINT (-1.93071 52.50265)
837,6EB7D49E0F009C10152B9EA0D2061F1A,POINT (-1.8759 52.54853),POINT (-1.86967 52.52253)
838,1C2C2C2972CC9D69C5A33A2F53525CA4,POINT (-1.91394 52.52761),POINT (-1.94007 52.53151)
839,CC069FE2B222FF08FC995928706ED195,POINT (-1.83907 52.59669),POINT (-1.89076 52.53898)
840,D82447007774DC40E4F92836A0DA30AE,POINT (-1.79606 52.53289),POINT (-1.79605 52.53291)
841,247909AFD88825688D7394A1A794008B,POINT (-1.81788 52.49897),POINT (-1.8637 52.46118)
842,8D7607CE4CC5BB4263AC5C5CEB08C894,POINT (-1.93695 52.47489),POINT (-1.90932 52.43021)
843,9E6B36538CD273B3B937691FF2B41E95,POINT (-1.77483 52.48172),POINT (-1.77543 52.48115)
844,85892CA6339EDB5A955B146EFB5E21C8,POINT (-1.80137 52.53242),POINT (-1.89891 52.48409)
845,87951E3142F6D3C4CCD01E5D4392283A,POINT (-1.93702 52.43938),POINT (-1.92385 52.45033)
846,23B57D6A79376F92AC343CC04F43BCD4,POINT (-1.9564 52.41572),POINT (-1.91132 52.46605)
847,CAC8BB3E1AB9D131F8A4924BE3790B36,POINT (-1.89797 52.40502),POINT (-1.90366 52.4083)
848,D09757B3F1C71C60DFB9A1371675647D,POINT (-2.01286 52.43754),POINT (-1.89949 52.47543)
849,CA7A4A4D4BFD5FA8848EF901B036370C,POINT (-2.00767 52.40724),POINT (-2.01747 52.40403)
850,67033719C5DF790358C0F766306953EA,POINT (-1.79544 52.5486),POINT (-1.8114 52.56822)
851,771613DC5D341FD455E53D6A26A468E1,POINT (-1.97871 52.46391),POINT (-1.94392 52.45176)
852,D22C298B71BB5A8F9F1E4C1D01AF2D39,POINT (-1.77277 52.49787),POINT (-1.77278 52.49787)
853,CBF6F0C54A03592A6E2F877A5E91E72B,POINT (-1.95632 52.40213),POINT (-1.96832 52.40108)
854,5B8E97BD8330B8E2C42B7EEAD33A9EF7,POINT (-1.85879 52.59389),POINT (-1.90437 52.48806)
855,0AED52EFC4AFFBAD8BAD571FF9091259,POINT (-1.83875 52.44001),POINT (-1.85282 52.44303)
856,DDFFBF4B391E113854C8F603A46F17A2,POINT (-1.89456 52.50515),POINT (-1.89389 52.51012)
857,3C20AF23BE66B9F10B38D070DE5F76E5,POINT (-1.85107 52.47237),POINT (-1.88626 52.46214)
858,3C2D7F911C72AB8AF58FC0D030D4223D,POINT (-1.80811 52.45029),POINT (-1.80952 52.45372)
859,A1A65DF2A1B453CC4DEFC976779EC5F3,POINT (-1.83764 52.58452),POINT (-1.80941 52.59355)
860,D3638A7FF87453A1F9F3E9A3A0A32749,POINT (-1.97647 52.46141),POINT (-1.92712 52.45396)
861,F6A73D6500B6E83AFED37EDFF7D58210,POINT (-1.87811 52.40599),POINT (-1.92626 52.43879)
862,926021C9D2ABAC256D01E6B210B429E3,POINT (-1.96812 52.42936),POINT (-1.94367 52.45212)
863,3D7968DB736211213784819BC2C1EE34,POINT (-1.96715 52.39778),POINT (-1.96087 52.39576)
864,F4E6808F4BD178D48133D856E4890774,POINT (-1.85215 52.53442),POINT (-1.85078 52.52065)
865,31E0A42B65057B1695C1EB4E11FCFC59,POINT (-1.87714 52.54085),POINT (-1.88436 52.53572)
866,99A19B7267F51C30DF1BF561CBD9DC7F,POINT (-1.84706 52.45094),POINT (-1.86213 52.45546)
867,0AA2A16957261D85EDFAF89A88EB9363,POINT (-1.86375 52.54971),POINT (-1.91016 52.50437)
868,C2EFFC164961788A03679E02F1306BB1,POINT (-1.80826 52.52361),POINT (-1.81355 52.52586)
869,25419C0D05516AB8112E6C303D0A4432,POINT (-1.8705 52.5405),POINT (-1.88429 52.49948)
870,D53F455DB0153ECBF0E20A173C430BA2,POINT (-1.84227 52.53122),POINT (-1.83861 52.51431)
871,0E414839847FFE985EE0AB9DC95E6807,POINT (-1.98951 52.40158),POINT (-1.98216 52.39747)
872,6066911B90236A4D444E67033B99CB3C,POINT (-1.85218 52.48128),POINT (-1.83895 52.47672)
873,2A001DD4800AC66D849181F9D6390FEB,POINT (-1.91982 52.4732),POINT (-1.92179 52.47369)
874,566C48B28C60C754041D9DB5EF259459,POINT (-1.88136 52.53635),POINT (-1.89462 52.52882)
875,19A0FC5A3033E5374A79717E4C6A3F3B,POINT (-1.88844 52.42507),POINT (-1.9021 52.43182)
876,31F1D74576BD69CEC2A244752C4B5F70,POINT (-1.89026 52.48606),POINT (-1.89387 52.47798)
877,F65FAA6619303F462AF923FB828BBB91,POINT (-1.88222 52.45165),POINT (-1.88223 52.45164)
878,D8D7A417B460305EAEE35B27F73DF735,POINT (-1.88032 52.55636),POINT (-1.88346 52.55358)
879,C3214A6783279C488F37C1ACFCAB1E61,POINT (-1.86592 52.53892),POINT (-1.88231 52.54948)
880,9981228EE03153648B7E9FA141A5AC69,POINT (-1.91828 52.51049),POINT (-1.95529 52.47747)
881,FDD34CB241C88472D8F7F360F41DCB2B,POINT (-1.85047 52.5097),POINT (-1.86981 52.53338)
882,BAF69AAC44B1D14CE3472BE548707DA8,POINT (-2.01486 52.43437),POINT (-2.0057 52.43532)
883,5AF4354EC33F9C424EC72923096C9138,POINT (-1.86958 52.54337),POINT (-1.80098 52.54087)
884,AF4F25812D527EC9AEB0A4BBB65C8E06,POINT (-1.84653 52.4145),POINT (-1.82659 52.4295)
885,439703917F3D58C2BF7F09A0D156395D,POINT (-1.92536 52.50331),POINT (-1.92586 52.50223)
886,72CC2E8526303D719CB7B744F6F2F12F,POINT (-1.90933 52.43667),POINT (-1.89434 52.48036)
887,D8F4C59879A8975DCA644F4E432A7999,POINT (-1.80317 52.52405),POINT (-1.93524 52.50033)
888,071E0F3106415135711BE22F73EE77E1,POINT (-1.84653 52.47997),POINT (-1.84386 52.47722)
889,8D28FE59CF8671F2A1A61AA966D4CCD1,POINT (-1.86362 52.45746),POINT (-1.86245 52.44103)
890,5F7017A76327A2850C137A47B10CD38A,POINT (-1.79343 52.51297),POINT (-1.7806 52.5209)
891,83A7B3652208619C10B376FD30B42269,POINT (-1.80364 52.56812),POINT (-1.8205 52.56775)
892,ADB03EBE14989A5EB579A9385B9D19B4,POINT (-1.96199 52.39997),POINT (-1.92744 52.40812)
893,6864C598A323C125F4BAC1788520776E,POINT (-1.8061 52.56069),POINT (-1.78301 52.53324)
894,F437D9023E16FEC71EE7091EAC39BD5F,POINT (-1.91079 52.49542),POINT (-1.89044 52.48551)
895,1F2ECBB9D72D34C6AC3E6C95E46633B2,POINT (-1.95416 52.46645),POINT (-1.89411 52.48484)
896,15FB462D60F6F9EDFE24FC4AB6B0A3F0,POINT (-1.90778 52.50924),POINT (-1.87539 52.51396)
897,2EA81BB02EE88EE1962A697C4E620A1B,POINT (-1.79528 52.49114),POINT (-1.82979 52.55448)
898,762311E40848A44469D3793178713B26,POINT (-1.81165 52.46251),POINT (-1.78837 52.48251)
899,589E782B9F434562690FC8E4F2F34E54,POINT (-1.76941 52.49475),POINT (-1.98103 52.41513)
900,3E8AEDEBE50E5EA83051E167A6DA02C6,POINT (-1.8104 52.45088),POINT (-1.84824 52.461)
901,6AEED0AE7D26B52F229742B4C9DA57E5,POINT (-1.83279 52.5274),POINT (-1.8384 52.52628)
902,E19E327362C0BC5C17F2D459CF4FFA9C,POINT (-1.96083 52.45952),POINT (-1.9041 52.48329)
903,464D8340F5B23ADBFD7D481C1AD2FFA5,POINT (-1.91058 52.46929),POINT (-1.95551 52.47406)
904,0252C4EAC94EE334EA4A2E11758B4863,POINT (-1.90369 52.43477),POINT (-1.90952 52.47875)
905,6B9B1E58346E84CCF80D393C4FE3B734,POINT (-2.00288 52.43473),POINT (-1.99549 52.44073)
906,92071FCC11CD1E8A53E5A6581A1D72E9,POINT (-1.80288 52.5215),POINT (-1.83993 52.52348)
907,538A81054D88EDDBCDB403A578BFAD83,POINT (-1.8233 52.43934),POINT (-1.78233 52.4511)
908,9CC347DFF50C4013CFBF9533B84F7B21,POINT (-1.86468 52.55226),POINT (-1.81938 52.5586)
909,CAD9466246E4E1F6451C616F7174AE8E,POINT (-1.78788 52.56672),POINT (-1.79742 52.56192)
910,3208F1D8BF415F6C9354B09A2DC193C9,POINT (-1.8344 52.4192),POINT (-1.84163 52.42797)
911,2ECCE162012BD3ECF8895144EE483E57,POINT (-1.84534 52.42433),POINT (-1.85985 52.44622)
912,6E59564FFA2D44B588EAC33A764170F4,POINT (-1.78896 52.5),POINT (-1.82707 52.48572)
913,DB110E05DFC2D0C0A32122773AB2B950,POINT (-1.85448 52.46278),POINT (-1.84679 52.46315)
914,96FCE0CB0DF7B1DAB0BD1CCD05D89800,POINT (-1.78511 52.49963),POINT (-1.78338 52.4982)
915,0297EAF70BDAF2CFE4723A0BD6D086F1,POINT (-1.89711 52.49416),POINT (-1.89636 52.49744)
916,F3661593F1F113FADCC79C8B72030419,POINT (-1.80384 52.53719),POINT (-1.8002 52.54137)
917,9E4167AB33D6115711063A26EC30A6E6,POINT (-1.86279 52.54161),POINT (-1.86761 52.53629)
918,98BC08E643AFCF3CBDD48877CE4D6DA3,POINT (-1.84641 52.42355),POINT (-1.86158 52.48959)
919,2600F8EB6EDA474261D145C3C64903C6,POINT (-1.89142 52.42858),POINT (-1.9056 52.48535)
920,E817B659CD37C9F34A2D85D15F6ECCB5,POINT (-1.92832 52.44275),POINT (-1.92702 52.44907)
921,9107FF16634DFB5F3A7704DDD4A039A0,POINT (-1.84324 52.60345),POINT (-1.91585 52.48699)
922,54B5AB54DF98F8182FE6F2D7CC282AA4,POINT (-1.93505 52.41635),POINT (-1.92177 52.47367)
923,E73C84D846722F9CC826C85A50FE6C82,POINT (-1.90091 52.41214),POINT (-1.85943 52.44499)
924,A0750C21E531F4F8E84B5C23B1158707,POINT (-1.86123 52.44457),POINT (-1.8592 52.44382)
925,13D233296AB4E071EA502BF110303FE0,POINT (-1.86285 52.44494),POINT (-1.89255 52.43863)
926,BE68C0C6D764A9A5285C6FDC67241B42,POINT (-1.85102 52.44746),POINT (-1.87268 52.46027)
927,6A04AB3751A8C1FA18684CF7F04D979B,POINT (-1.999 52.40422),POINT (-1.90773 52.43238)
928,D4955C33E63383C02C2881ECF4B2C035,POINT (-1.85287 52.4804),POINT (-1.87033 52.45774)
929,3AC822ED3AA583DBBF3216C727EEBE07,POINT (-1.86366 52.5469),POINT (-1.89106 52.52406)
930,7DF67262F7343DE5DCFF4686736F20A7,POINT (-1.888 52.48469),POINT (-1.91051 52.47777)
931,01BA11ACC09B3AF40A05218F0780718E,POINT (-1.91394 52.51792),POINT (-1.89382 52.4727)
932,029EBD52DEA9C03D2FE6D5869FFCB9FD,POINT (-1.84984 52.53549),POINT (-1.82215 52.54008)
933,81DCFEE5780F932788130035F42692C9,POINT (-1.99711 52.40319),POINT (-1.8704 52.40924)
934,5EDEF4F224EF1394B87A51D645584832,POINT (-1.8445 52.55089),POINT (-1.85711 52.5058)
935,32CC04CF90166654B1A871D503772709,POINT (-1.88032 52.45992),POINT (-1.89985 52.48079)
936,FCBE99A4A5E0F8F87F67CB5FE14C7EC9,POINT (-1.82639 52.4756),POINT (-1.86412 52.47186)
937,BA9608C536DBCDCE204AB1040C5F976B,POINT (-1.89224 52.41665),POINT (-1.8841 52.42627)
938,A6738BBDD9CE095BC1620326BFC12A5C,POINT (-1.78516 52.56629),POINT (-1.82197 52.56731)
939,7C43ACE594ABB074352BC54BF7C2960D,POINT (-1.85144 52.54575),POINT (-1.833 52.59282)
940,662A4BC7EB07166651D4A7768AE78641,POINT (-1.97999 52.43437),POINT (-1.94394 52.45144)
941,9FF04C7EE88E3520EF1DD9BB6C2A67EE,POINT (-1.97368 52.4383),POINT (-1.94739 52.45735)
942,7F0AB6944D260CF4729E68A7488E5A6C,POINT (-1.78432 52.46586),POINT (-1.78834 52.49385)
943,B8A66E134A738B0EBAB681706599C1BD,POINT (-1.85931 52.44829),POINT (-1.94396 52.45319)
944,727DD13D867CD6C138D00230CCC7CDDB,POINT (-1.97576 52.41847),POINT (-1.91583 52.46089)
945,F51F8DAF2C38C52D897F8B9516914C34,POINT (-1.91748 52.42158),POINT (-1.89275 52.43055)
946,1A498A2B5E525155DA1C23E5EE38A3EC,POINT (-1.83166 52.55031),POINT (-1.84058 52.54828)
947,EAAE7D3662AB435ABC57603C704EE853,POINT (-1.91704 52.53845),POINT (-1.89546 52.51314)
948,51ADEAC8801E682F63F93C81EC6B06C0,POINT (-1.83605 52.47977),POINT (-1.84385 52.48629)
949,AF8D6E2BD5C96119DC08458F9A805547,POINT (-1.94773 52.45925),POINT (-1.95488 52.45801)
950,4433F7AC1FF58DFDBA65337BF9EC2BC3,POINT (-1.88272 52.55375),POINT (-1.82333 52.58562)
951,DBDCF46EDD265EAE10688D37EA62B680,POINT (-1.89365 52.45601),POINT (-1.8844 52.46194)
952,8DF3A5C068F4759FBD8198E2357F4EFC,POINT (-1.86301 52.50477),POINT (-1.923 52.44573)
953,9F77AC1971495D0C0C8AE52D5F1C1C8B,POINT (-1.82846 52.56188),POINT (-1.81131 52.51006)
954,C595C0DC163D8F4DCDC458B706F6AECB,POINT (-1.92976 52.53835),POINT (-1.98241 52.39272)
955,A69DDEAA76CC516528171AFF46D99C0E,POINT (-1.93684 52.44649),POINT (-1.93814 52.45228)
956,66632407429C6AAA1BC5ACDB5E2FC2AB,POINT (-1.93471 52.50882),POINT (-1.93777 52.45282)
957,8663FC0F32CDA2428E30A4F8A444DCA7,POINT (-1.7792 52.48141),POINT (-1.7949 52.4593)
958,EAA6479E574B28F3A679E0629E13B5D8,POINT (-1.98964 52.41331),POINT (-1.89516 52.4775)
959,EBE0B7ADC9A17E3132E1B545E664A333,POINT (-1.91956 52.40845),POINT (-1.8963 52.49055)
960,553F33E70E802FA41768D33D78BC0F44,POINT (-1.87263 52.41273),POINT (-1.85426 52.42843)
961,61A6BE375D4858759707908C1C828990,POINT (-1.98355 52.42065),POINT (-1.94968 52.45817)
962,E04AEBEA697DEC7ABE2B30A85B83361F,POINT (-1.94361 52.40864),POINT (-1.9068 52.48216)
963,90416E058AE9F49415DAE43C250FEBC5,POINT (-1.83029 52.42695),POINT (-1.8335 52.46458)
964,FCDC4275323666F7BFC571D320569F74,POINT (-1.87763 52.54405),POINT (-1.85103 52.52035)
965,71EF5794FC03658909C7DE6D98C59ECB,POINT (-1.94552 52.40578),POINT (-1.92376 52.42201)
966,A20FEEDE5411781DCEA46BC4FD49C885,POINT (-1.81368 52.5743),POINT (-1.82496 52.56826)
967,417AA204935793246ACEC3D48FC8EB7A,POINT (-1.78515 52.56629),POINT (-1.79536 52.56056)
968,503A2EB5AABDFA9BF63729A92BF51757,POINT (-1.82567 52.51698),POINT (-1.79604 52.56016)
969,FD05FB47B4F3C06D5DECE6F275F9F183,POINT (-1.90638 52.48487),POINT (-1.90637 52.48488)
970,8E3D9444BE7C383B96C279662AA4DD0F,POINT (-1.79458 52.55352),POINT (-1.8142 52.58796)
971,EB0606CDB671ED90747C278A9B2F7207,POINT (-1.84179 52.45314),POINT (-1.834 52.44026)
972,DD1F11AEC0C8079AFF95BFAB00D17F79,POINT (-1.79269 52.51349),POINT (-1.76781 52.56148)
973,9428B5537A5AF7C8619EA2F597EDB812,POINT (-2.00433 52.38992),POINT (-1.9734 52.40306)
974,DDB1C2B0EF84052DAFF0C475EFC0CFC3,POINT (-1.97043 52.3901),POINT (-1.92569 52.41387)
975,5C5320E2C8D1E766A65949289CAC71F9,POINT (-1.9242 52.53853),POINT (-1.86015 52.47032)
976,74F6AFC0B3426F3FC832ADCC198E9282,POINT (-1.88458 52.55761),POINT (-1.89739 52.53866)
977,24F8153A36A299AC05A93D4C556EB4A0,POINT (-1.80473 52.50595),POINT (-1.81263 52.56727)
978,8CD5AB0FA67658D2B00B40F678F4C1F2,POINT (-1.81842 52.4607),POINT (-1.82066 52.4458)
979,19259219D0383EA27375189D566E439C,POINT (-1.84518 52.47445),POINT (-1.80999 52.48906)
980,E0B8EDDF3CE68667D0061907EF119994,POINT (-1.82058 52.57745),POINT (-1.8109 52.54739)
981,198040003D24DA82C25A4BFA8AF179CE,POINT (-1.95074 52.44725),POINT (-1.86417 52.47232)
982,E399C04D32E0AA903E79C111F17FFAB6,POINT (-1.91722 52.53124),POINT (-1.92332 52.52997)
983,8C54809447FE209EF8AFB18E2F214114,POINT (-1.83147 52.55029),POINT (-1.84057 52.54828)
984,45956C2298E606319BDCF9DF3476F2C1,POINT (-1.96319 52.40478),POINT (-1.8342 52.50992)
985,E827732EB57BCFC4532D381CAC3DE291,POINT (-1.91222 52.446),POINT (-1.91155 52.44847)
986,F8E9D7DBFA73141F609E91F05029EB69,POINT (-1.82052 52.58042),POINT (-1.93293 52.48727)
987,04ECF3AD492E6AA1D3733BCCF8738458,POINT (-1.93018 52.43913),POINT (-1.92726 52.44917)
988,02E332EA69D0E07535DB79624D04BD61,POINT (-1.88967 52.40459),POINT (-1.94731 52.41035)
989,D77BB009C8C5DCD69316D20B39CA007B,POINT (-1.93195 52.50616),POINT (-1.91921 52.49299)
990,A8758D7BC1F2C456975BA33B4AA979CA,POINT (-1.9904 52.44183),POINT (-1.95646 52.45031)
991,6CFB6A68EE27A3FB3794E8F8CD9B9200,POINT (-1.96969 52.43349),POINT (-1.97292 52.42955)
992,62483C0241B3D6AFDEF4F179AAC8DA36,POINT (-1.96023 52.39691),POINT (-1.94862 52.40559)
993,87421AC25A266B7123D3945CCCA17E1B,POINT (-1.87467 52.5232),POINT (-1.8547 52.53981)
994,132D8013ECBEBA673591D57496A828D2,POINT (-1.88508 52.44185),POINT (-1.88359 52.44601)
995,E8D7E4ADB9D0A65425CDA4888998E1F2,POINT (-1.93681 52.50109),POINT (-1.89407 52.47889)
996,A07E6F5658A856D1A584000014DF5D39,POINT (-1.98139 52.43406),POINT (-1.84591 52.42316)
997,CBF2FC14F85B4AFF1848F144CCF378C7,POINT (-1.89565 52.53464),POINT (-1.82224 52.56107)
998,1FBF9F95E1E2E1D40B075F0ECC3ABD85,POINT (-1.87415 52.49109),POINT (-1.89663 52.50218)
999,29F037F85CB77C122BE246D89602BE28,POINT (-1.7898 52.54686),POINT (-1.90679 52.48186)
1000,D42B2D65C62D523422D30FE994610F63,POINT (-1.96713 52.43359),POINT (-1.95016 52.40024)
1001,0DEB120EFC7DF6A53CD591F571E051AC,POINT (-1.80415 52.52256),POINT (-1.82822 52.43834)
1002,0B4E7487CAB35612E6952DADE4CABA95,POINT (-1.92986 52.43883),POINT (-1.93399 52.44308)
1003,B9F740BB578E504D51CE4752765B85ED,POINT (-1.89787 52.47391),POINT (-1.90253 52.47779)
1004,138A09A6CC7EAE71CEB04B1E6B52F363,POINT (-1.87894 52.44991),POINT (-1.9082 52.47954)
1005,AB008C629BD4F76CEF3AD749FC7ABA5D,POINT (-1.90698 52.41873),POINT (-1.8876 52.4291)
1006,65E905154B7B4A6CBD3143E07A315B02,POINT (-1.79055 52.48425),POINT (-1.82236 52.46983)
1007,BBBBDF593EC9FB7A4227742F28533A30,POINT (-1.83459 52.52978),POINT (-1.90544 52.48149)
1008,752F8C72FF60E8A0DBBB0FC5C867EA23,POINT (-1.88933 52.56184),POINT (-1.84357 52.55218)
1009,BAB0D8514832D038A58CE71C5FC43E72,POINT (-1.86275 52.51892),POINT (-1.87243 52.52297)
1010,05F78312060C66B83B6053F2F0173F7F,POINT (-1.99524 52.40602),POINT (-1.96365 52.4082)
1011,81162ADF7F18F58869541413B00AAE6F,POINT (-1.82094 52.56211),POINT (-1.81922 52.55848)
1012,C92A1103C320E22DA67A12769B867AB5,POINT (-1.86727 52.49911),POINT (-1.89253 52.50743)
1013,801405779464F8F5FCC0CC5F3F53D0FD,POINT (-1.83997 52.43843),POINT (-1.83998 52.43842)
1014,5CCFF401E0F1733ABCBEB0200D0B8C00,POINT (-1.88104 52.42827),POINT (-1.89195 52.43516)
1015,593703742AF0F922C400E621971AAED5,POINT (-1.97509 52.39865),POINT (-2.00551 52.39958)
1016,9F0AD5156259D36705A0F1C85A5044E8,POINT (-1.93108 52.4015),POINT (-1.89415 52.48535)
1017,B9880FF9B7AA3FCFC8B88836186463F7,POINT (-1.82521 52.43011),POINT (-1.83228 52.4284)
1018,FB3DE213713C2CB834286B1E0CFDBBEA,POINT (-1.87477 52.45385),POINT (-1.9417 52.45319)
1019,5A2F621077998558C18810442DCBD8DA,POINT (-2.00246 52.46312),POINT (-2.01236 52.44154)
1020,BBB087A8A235E62FDD2F1A3EA11480E9,POINT (-1.87899 52.51262),POINT (-1.89865 52.50938)
1021,CBD444569E576E718FBDC4702034E05B,POINT (-1.95874 52.39648),POINT (-1.9689 52.40085)
1022,44028F796E6C9A9C6258B0A7E4995B1F,POINT (-1.92921 52.43818),POINT (-1.89818 52.47546)
1023,628C985881DC9A6D5A6677EB13AA3D1B,POINT (-1.77623 52.49409),POINT (-1.81452 52.50924)
1024,7ED28FAC7DE6266D784B23DB8226FABC,POINT (-1.97915 52.45736),POINT (-1.96667 52.41374)
1025,8BCEB44AD980CD40689113D0F9DC0711,POINT (-1.86039 52.55445),POINT (-1.81358 52.56685)
1026,1A03D60E87D380BA438C15B5EA1D60F2,POINT (-1.84327 52.5095),POINT (-1.8386 52.51434)
1027,6CFA79D9270B1021FC9EF74D75511BA7,POINT (-1.91399 52.4396),POINT (-2.00407 52.39286)
1028,62B130705229AF4F4645640FFB091C13,POINT (-1.79717 52.49037),POINT (-1.93295 52.48749)
1029,F5E4F162496486D68E7499C75E36CBDA,POINT (-1.87956 52.53183),POINT (-1.8648 52.50512)
1030,64FB97F17BEF0D2213D333F61C84BD0E,POINT (-1.90162 52.4776),POINT (-1.94589 52.39404)
1031,55635F25F39D195CF6B5ECB69CED3945,POINT (-1.81422 52.54548),POINT (-1.81812 52.54817)
1032,797B00AA2C55915C28A1A82EB40A5E17,POINT (-1.79316 52.53749),POINT (-1.81143 52.56804)
1033,03BB7D429CCB4D5C3998AAC0BE2DF2AF,POINT (-1.8916 52.50694),POINT (-1.87775 52.51319)
1034,2EC25F2D54E0FAF2BB24E79F110E18E9,POINT (-1.87584 52.4317),POINT (-1.88631 52.42634)
1035,5130C72FA46A6094F4C7A4E8FD13612D,POINT (-1.97981 52.40006),POINT (-1.92822 52.43829)
1036,47E7B79C5E48626FEA3C6A746DB650D7,POINT (-1.8759 52.54852),POINT (-1.77865 52.51926)
1037,7392BEEFA4579ACAB67937A06D96E366,POINT (-1.95056 52.3982),POINT (-1.94892 52.39927)
1038,4149E9D9C814E9B94F720079D71467EB,POINT (-1.79487 52.47505),POINT (-1.83888 52.47582)
1039,5B8FF8ABDE192D7FA0E108E928A590E7,POINT (-1.89333 52.42802),POINT (-1.92397 52.47219)
1040,C90B8987B9C741F0D682AFA402E601C5,POINT (-1.78173 52.46759),POINT (-1.7775 52.46835)
1041,58945D5E7186C2B4B844D42CAAFE5C1A,POINT (-1.79923 52.47662),POINT (-1.79432 52.47286)
1042,FE0720C002DF8224BF5FB511B70C6D80,POINT (-1.79752 52.47939),POINT (-1.79108 52.46442)
1043,CB54536F79FD45193A0AF6E4E3D8FA0B,POINT (-1.82569 52.48308),POINT (-1.90851 52.49868)
1044,D94ACB958DDD46E399EBE8B167ECF207,POINT (-1.86975 52.5183),POINT (-1.86193 52.52261)
1045,D8F45822AD395FD139925026A98B9149,POINT (-1.86372 52.45869),POINT (-1.83289 52.43952)
1046,0AF483AC0FF5D5644E9AF06280D1F0FF,POINT (-1.79991 52.54244),POINT (-1.8232 52.56404)
1047,578089A74D5162237122875AE395732E,POINT (-1.82333 52.58562),POINT (-1.80363 52.51775)
1048,7F31F9143F80261ACCBEBBAF10D0FC10,POINT (-1.92497 52.41649),POINT (-1.93478 52.42105)
1049,3B51CC8934F0BC6F63B6E5A31E754B0D,POINT (-1.79455 52.54948),POINT (-1.79754 52.56177)
1050,EF5635D7C069FF2ECA4B6D201C55C298,POINT (-1.78469 52.4714),POINT (-1.78471 52.47141)
1051,17593FE2757A4AAA1C93662E79CFC4E2,POINT (-1.96858 52.43281),POINT (-1.90952 52.49239)
1052,0ED3DB6CD25D27AF7B2E1222FB4AC24B,POINT (-1.90614 52.52432),POINT (-1.92532 52.46844)
1053,3EDF9A3D7FF8AEE5EF2929582D4FD0DF,POINT (-1.86406 52.44515),POINT (-1.89044 52.46686)
1054,837CE5987E323DF1A8D7571D8F8F4D64,POINT (-1.78308 52.51619),POINT (-1.78072 52.51843)
1055,CEA56985C7ADAF591D4ACF2000089CFB,POINT (-1.81331 52.59305),POINT (-1.8351 52.56035)
1056,F20000AC5CE5ED284D052330E24344CC,POINT (-1.7877 52.51754),POINT (-1.78115 52.47843)
1057,F9C74DBB2A065156D4425915F04C8FA3,POINT (-1.8093 52.5225),POINT (-1.84402 52.52216)
1058,A53BB0B4873518E61CC906A26395CAFC,POINT (-1.89665 52.50218),POINT (-1.89993 52.50381)
1059,7BC5F8A489ACF38BC1173475AF1C2B6C,POINT (-1.84102 52.46608),POINT (-1.9718 52.45661)
1060,5B9FF14C95C20C966C76016A1CF9E6A0,POINT (-1.95613 52.39657),POINT (-1.90913 52.47813)
1061,0EFDB455CBEF1180CBEC6CDDB99653AB,POINT (-1.92058 52.43292),POINT (-1.93481 52.4209)
1062,174A9F9FB857DD5C7094D08B5BAE9B36,POINT (-1.98945 52.40366),POINT (-1.98507 52.39614)
1063,BB141F8F4A5A060AFE049727AF89374C,POINT (-1.82624 52.48738),POINT (-1.85508 52.48644)
1064,4E37049102B3C3A546BC69C531D3B06A,POINT (-1.81617 52.43783),POINT (-1.82075 52.43292)
1065,1B2E0D31C189D9B7BA2688C66470666F,POINT (-1.95092 52.4615),POINT (-1.98752 52.45444)
1066,4E0B12384E3FCCE0386C9985AFAC552C,POINT (-1.98756 52.39928),POINT (-1.92055 52.39872)
1067,C7EE1E82FA5C2B55567AB67C0FE55486,POINT (-1.77562 52.49623),POINT (-1.77788 52.49533)
1068,5DEF6CB4BACD9D7F4F535F80D78826D8,POINT (-1.90017 52.42016),POINT (-1.93809 52.43597)
1069,2EDBE5E97058C2534C3F99DE824B71A0,POINT (-1.93016 52.44034),POINT (-1.92939 52.44915)
1070,7273FF678D25989960B093A3ABD5E8C9,POINT (-1.99898 52.4041),POINT (-1.76129 52.49659)
1071,1900EA3AE4A8EA6F60A0544C91C7CF1E,POINT (-1.8417 52.42223),POINT (-1.93391 52.50331)
